"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)",actions:omni_landing_page_view," (USD)"
2022-09-05,2025-10-05,,0,"Multiple attribution settings",,,419519,5.349515,,0,0,23843.75,,-,-,-,2244223,10.624501,,,,,35631,1.587676,0.669186,,
2022-09-05,2025-10-05,"Post: ""What if the Ted Lasso cast went to Vegas? We tell...""",archived,"7-day click or 1-day view",18,actions:link_click,431,1.081207,0.22166667,"Using campaign budget",0,3.99,2023-04-19,-,-,-,466,8.562232,18,,0.221667,3.862661,26,5.579399,0.153462,,
2022-09-05,2025-10-05,Absinthe,archived,"7-day click or 1-day view",2,actions:link_click,135,1.096296,0.845,5,Daily,1.69,Ongoing,-,-,-,148,11.418919,2,,0.845,1.351351,7,4.72973,0.241429,,
2022-09-05,2025-10-05,"[09/09/2023] Promoting RE/Luxe Med Spa",archived,"7-day click or 1-day view",1,actions:like,39,1,0.64,"Using campaign budget",0,0.64,2023-09-14,-,-,-,39,16.410256,,,,,2,5.128205,0.32,,
2022-09-05,2025-10-05,"[09/09/2023] Promoting RE/Luxe Med Spa",archived,"7-day click or 1-day view",,,28,1.107143,,"Using campaign budget",0,0.46,2023-09-14,-,-,-,31,14.83871,,,,,0,0,0,,
2022-09-05,2025-10-05,"[09/09/2023] Promoting RE/Luxe Med Spa",archived,"7-day click or 1-day view",,,57,1.017544,,"Using campaign budget",0,0.78,2023-09-14,-,-,-,58,13.448276,,,,,0,0,0,,
2022-09-05,2025-10-05,"New Traffic Ad with recommended settings",not_delivering,"7-day click or 1-day view",13,actions:link_click,535,1.188785,0.58076923,5,Daily,7.55,2023-11-18,-,-,-,636,11.871069,13,,0.580769,2.044025,31,4.874214,0.243548,,
2022-09-05,2025-10-05,"Event: RELUXE Med Spa Grand Opening",not_delivering,"7-day click or 1-day view",5,actions:rsvp,352,1.389205,2,"Using campaign budget",0,10,2023-12-03,-,-,-,489,20.449898,12,,0.833333,2.453988,25,5.112474,0.4,,
2022-09-05,2025-10-05,"Promoting website: https://facebook.com/reluxemedspa",archived,"7-day click or 1-day view",,,168,1.142857,,"Using campaign budget",0,3.76,2023-12-18,-,-,-,192,19.583333,,,,,2,1.041667,1.88,,
2022-09-05,2025-10-05,"Post: ""Want to pamper yourself or someone you love in...""",not_delivering,"7-day click or 1-day view",,,256,1.648438,,"Using campaign budget",0,12,2023-12-24,-,-,-,422,28.436019,3,,4,0.7109,32,7.582938,0.375,,
2022-09-05,2025-10-05,"Skin Consult Ad Aging",not_delivering,"7-day click or 1-day view",,,207,1.043478,,"Using campaign budget",0,4.3,Ongoing,-,-,-,216,19.907407,1,,4.3,0.462963,2,0.925926,2.15,,
2022-09-05,2025-10-05,"Skin Consult Ad Acne",not_delivering,"7-day click or 1-day view",,,147,1.040816,,"Using campaign budget",0,3.01,Ongoing,-,-,-,153,19.673203,,,,,0,0,0,,
2022-09-05,2025-10-05,"New Awareness Ad",not_delivering,"7-day click or 1-day view",7775,reach,7775,1.041415,1.48553055,"Using campaign budget",0,11.55,Ongoing,-,-,-,8097,1.426454,5,,2.31,0.061751,6,0.074102,1.925,,
2022-09-05,2025-10-05,"Promoting website: www.fb.com/100095693973138",not_delivering,"7-day click or 1-day view",125,actions:link_click,7189,1.795243,0.71968,"Using campaign budget",0,89.96,2024-02-02,-,-,-,12906,6.970401,125,,0.71968,0.968542,210,1.62715,0.428381,,
2022-09-05,2025-10-05,"Post: ""We’re open on Monday! Come spend your day off...""",not_delivering,"7-day click or 1-day view",,,234,1.602564,,"Using campaign budget",0,7.75,2024-01-15,-,-,-,375,20.666667,2,,3.875,0.533333,23,6.133333,0.336957,,
2022-09-05,2025-10-05,"Promoting website: https://reluxemedspa.com/book-massage/",not_delivering,"7-day click or 1-day view",10,actions:link_click,707,1.195191,0.747,"Using campaign budget",0,7.47,2024-01-29,-,-,-,845,8.840237,10,,0.747,1.183432,16,1.893491,0.466875,,
2022-09-05,2025-10-05,"[02/07/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",6020,reach,6020,1.618272,3.28737542,"Using campaign budget",0,19.79,2024-02-11,-,-,-,9742,2.03141,14,,1.413571,0.143708,14,0.143708,1.413571,,
2022-09-05,2025-10-05,"[02/07/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",6078,reach,6078,1.618954,3.26752221,"Using campaign budget",0,19.86,2024-02-11,-,-,-,9840,2.018293,10,,1.986,0.101626,10,0.101626,1.986,,
2022-09-05,2025-10-05,"[02/20/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",1161,reach,1161,1.345392,2.67872524,"Using campaign budget",0,3.11,2024-03-06,-,-,-,1562,1.991037,1,,3.11,0.06402,2,0.128041,1.555,,
2022-09-05,2025-10-05,"[02/20/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",1056,reach,1056,1.244318,2.39583333,"Using campaign budget",0,2.53,2024-03-01,-,-,-,1314,1.925419,1,,2.53,0.076104,1,0.076104,2.53,,
2022-09-05,2025-10-05,"[02/20/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",716,reach,716,1.452514,3.53351955,"Using campaign budget",0,2.53,2024-03-06,-,-,-,1040,2.432692,,,,,0,0,0,,
2022-09-05,2025-10-05,"Post: ""Need a massage? Want to learn more about facials?...""",not_delivering,"7-day click or 1-day view",,,44,1.068182,,"Using campaign budget",0,0.67,2024-02-21,-,-,-,47,14.255319,,,,,0,0,0,,
2022-09-05,2025-10-05,"[02/23/2024] Promoting local business Reluxe Med Spa",not_delivering,"7-day click or 1-day view",5181,reach,5181,2.0801,5.73827446,"Using campaign budget",0,29.73,2024-03-04,-,-,-,10777,2.758653,1,,29.73,0.009279,29,0.269092,1.025172,,
2022-09-05,2025-10-05,"Post: ""We have massage therapy appointments available...""",not_delivering,"7-day click or 1-day view",5,actions:link_click,414,1.2343,0.998,"Using campaign budget",0,4.99,2024-02-27,-,-,-,511,9.765166,5,,0.998,0.978474,17,3.32681,0.293529,,
2022-09-05,2025-10-05,"Beauty Assessments",not_delivering,"7-day click or 1-day view",34,actions:link_click,5462,1.243317,0.92382353,25,Daily,31.41,2024-03-14,-,-,-,6791,4.625239,34,,0.923824,0.500663,35,0.515388,0.897429,,
2022-09-05,2025-10-05,"Facial Balancing Ad",not_delivering,"7-day click or 1-day view",2,actions:link_click,238,1.239496,0.785,10,Daily,1.57,2024-03-21,-,-,-,295,5.322034,2,,0.785,0.677966,2,0.677966,0.785,,
2022-09-05,2025-10-05,"BTox Leads",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,285,1.34386,9.79,20,Daily,9.79,Ongoing,-,-,-,383,25.561358,5,,1.958,1.305483,12,3.133159,0.815833,,
2022-09-05,2025-10-05,"BTox Leads",not_delivering,"7-day click or 1-day view",11,actions:onsite_conversion.lead_grouped,879,1.755404,3.21,20,Daily,35.31,Ongoing,-,-,-,1543,22.883992,22,,1.605,1.425794,52,3.370058,0.679038,,
2022-09-05,2025-10-05,"Facial Balancing Ad",not_delivering,"7-day click or 1-day view",,,6,2.166667,,20,Daily,0.56,Ongoing,-,-,-,13,43.076923,,,,,4,30.769231,0.14,,
2022-09-05,2025-10-05,"BTox Team Leads #2",not_delivering,"7-day click or 1-day view",276,actions:onsite_conversion.lead_grouped,34727,2.816368,4.85528986,"Using campaign budget",0,1340.06,Ongoing,-,-,-,97804,13.701485,719,,1.863783,0.735144,1959,2.002986,0.684053,90,14.889556
2022-09-05,2025-10-05,"Btox Team Leads #1",not_delivering,"7-day click or 1-day view",53,actions:onsite_conversion.lead_grouped,9194,1.980857,4.98867925,"Using campaign budget",0,264.4,Ongoing,-,-,-,18212,14.5179,160,,1.6525,0.878542,451,2.476389,0.586253,5,52.88
2022-09-05,2025-10-05,"Laser Hair 20% Off",inactive,"7-day click or 1-day view",,,53,1.132075,,"Using campaign budget",0,1.71,Ongoing,-,-,-,60,28.5,,,,,3,5,0.57,,
2022-09-05,2025-10-05,"Massage Lead Video",inactive,"7-day click or 1-day view",5,actions:onsite_conversion.lead_grouped,873,1.262314,4.842,"Using campaign budget",0,24.21,Ongoing,-,-,-,1102,21.969147,13,,1.862308,1.179673,32,2.903811,0.756563,,
2022-09-05,2025-10-05,"Massage Lead Img",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,381,1.301837,8.41,"Using campaign budget",0,8.41,Ongoing,-,-,-,496,16.955645,3,,2.803333,0.604839,8,1.612903,1.05125,,
2022-09-05,2025-10-05,"New Leads Ad with recommended settings",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,809,1.250927,21.8,"Using campaign budget",0,21.8,Ongoing,-,-,-,1012,21.541502,10,,2.18,0.988142,28,2.766798,0.778571,,
2022-09-05,2025-10-05,"Tailored leads campaign 04/17/2024 Ad",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,265,1.113208,5.72,10,Daily,5.72,Ongoing,-,-,-,295,19.389831,5,,1.144,1.694915,6,2.033898,0.953333,,
2022-09-05,2025-10-05,"Gift Certs Square",not_delivering,"7-day click or 1-day view",66,actions:link_click,7631,1.174027,0.7319697,25,Daily,48.31,2024-05-12,-,-,-,8959,5.392343,66,,0.73197,0.736689,85,0.948767,0.568353,,
2022-09-05,2025-10-05,"Tox Membership #1",archived,"7-day click or 1-day view",,,52,1.288462,,"Using campaign budget",0,1.64,Ongoing,-,-,-,67,24.477612,1,,1.64,1.492537,4,5.970149,0.41,,
2022-09-05,2025-10-05,"Tox Membership #2",archived,"7-day click or 1-day view",,,15,1.133333,,"Using campaign budget",0,0.43,Ongoing,-,-,-,17,25.294118,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tox Membership #3",archived,"7-day click or 1-day view",,,7,1,,"Using campaign budget",0,0.68,Ongoing,-,-,-,7,97.142857,,,,,0,0,0,,
2022-09-05,2025-10-05,"ClearLift Sumer",rejected,"7-day click or 1-day view",,,464,1.327586,,10,Daily,15.58,Ongoing,-,-,-,616,25.292208,4,,3.895,0.649351,14,2.272727,1.112857,,
2022-09-05,2025-10-05,"New Leads Ad with recommended settings",inactive,"7-day click or 1-day view",,,183,1.180328,,"Using campaign budget",0,4.08,Ongoing,-,-,-,216,18.888889,2,,2.04,0.925926,3,1.388889,1.36,,
2022-09-05,2025-10-05,"Laser Hair Img #3",inactive,"7-day click or 1-day view",,,45,1.022222,,"Using campaign budget",0,0.53,Ongoing,-,-,-,46,11.521739,1,,0.53,2.173913,1,2.173913,0.53,,
2022-09-05,2025-10-05,"Laser Hair Vid #2",inactive,"7-day click or 1-day view",,,3,1,,"Using campaign budget",0,0.05,Ongoing,-,-,-,3,16.666667,,,,,0,0,0,,
2022-09-05,2025-10-05,"ClearLift Sumer - Copy",rejected,"7-day click or 1-day view",,,258,1.193798,,10,Daily,8.44,Ongoing,-,-,-,308,27.402597,2,,4.22,0.649351,4,1.298701,2.11,,
2022-09-05,2025-10-05,"Tox - 3 Month Membership",not_delivering,"7-day click or 1-day view",,,383,1.237598,,25,Daily,10.84,Ongoing,-,-,-,474,22.869198,3,,3.613333,0.632911,12,2.531646,0.903333,,
2022-09-05,2025-10-05,"Membership #1",not_delivering,"7-day click or 1-day view",656,reach,656,1.012195,2.57621951,10,Daily,1.69,Ongoing,-,-,-,664,2.545181,1,,1.69,0.150602,1,0.150602,1.69,,
2022-09-05,2025-10-05,"Membership #2",not_delivering,"7-day click or 1-day view",767,reach,767,1.005215,2.62059974,10,Daily,2.01,Ongoing,-,-,-,771,2.607004,1,,2.01,0.129702,2,0.259403,1.005,,
2022-09-05,2025-10-05,"Tox - 3 Month Membership",not_delivering,"7-day click or 1-day view",,,737,1.145183,,30,Daily,21.6,Ongoing,-,-,-,844,25.592417,1,,21.6,0.118483,9,1.066351,2.4,,
2022-09-05,2025-10-05,"New Awareness Ad",not_delivering,"7-day click or 1-day view",471,reach,471,1.021231,2.44161359,5,Daily,1.15,Ongoing,-,-,-,481,2.390852,,,,,0,0,0,,
2022-09-05,2025-10-05,"New Awareness Ad - Copy",not_delivering,"7-day click or 1-day view",2280,reach,2280,1,2.45614035,5,Daily,5.6,Ongoing,-,-,-,2280,2.45614,1,,5.6,0.04386,1,0.04386,5.6,,
2022-09-05,2025-10-05,"New Awareness Ad - Copy",not_delivering,"7-day click or 1-day view",1620,reach,1620,1,2.51234568,5,Daily,4.07,Ongoing,-,-,-,1620,2.512346,1,,4.07,0.061728,2,0.123457,2.035,,
2022-09-05,2025-10-05,"Btox Team Leads #2",not_delivering,"7-day click or 1-day view",,,196,1.27551,,"Using campaign budget",0,5.67,Ongoing,-,-,-,250,22.68,1,,5.67,0.4,4,1.6,1.4175,,
2022-09-05,2025-10-05,"Jeuveau Leads #1",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,806,1.306452,26.31,"Using campaign budget",0,26.31,Ongoing,-,-,-,1053,24.985755,5,,5.262,0.474834,15,1.424501,1.754,,
2022-09-05,2025-10-05,"Glo2Facial #1",not_delivering,"7-day click or 1-day view",,,65,1.661538,,"Using campaign budget",0,2.13,Ongoing,-,-,-,108,19.722222,1,,2.13,0.925926,3,2.777778,0.71,,
2022-09-05,2025-10-05,"Glo2Facial #2",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,167,1.712575,5.29,"Using campaign budget",0,5.29,Ongoing,-,-,-,286,18.496504,2,,2.645,0.699301,8,2.797203,0.66125,,
2022-09-05,2025-10-05,"Glo2Facial #3",not_delivering,"7-day click or 1-day view",,,27,1.481481,,"Using campaign budget",0,0.84,Ongoing,-,-,-,40,21,1,,0.84,2.5,2,5,0.42,,
2022-09-05,2025-10-05,"BTox Team Leads #4 (Hannah)",inactive,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1310,1.150382,7.30666667,"Using campaign budget",0,21.92,Ongoing,-,-,-,1507,14.545455,8,,2.74,0.530856,34,2.256138,0.644706,1,21.92
2022-09-05,2025-10-05,"BTox Team Leads #3 (Krista)",inactive,"7-day click or 1-day view",4,actions:onsite_conversion.lead_grouped,1300,1.168462,6.7275,"Using campaign budget",0,26.91,Ongoing,-,-,-,1519,17.715602,7,,3.844286,0.460829,33,2.172482,0.815455,,
2022-09-05,2025-10-05,"Vid #1",not_delivering,"7-day click or 1-day view",,,86,1.069767,,20,Daily,3.17,Ongoing,-,-,-,92,34.456522,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial #4 Video",inactive,"7-day click or 1-day view",,,18,1.055556,,"Using campaign budget",0,0.57,Ongoing,-,-,-,19,30,,,,,0,0,0,,
2022-09-05,2025-10-05,"Refresh for Spring - KS",inactive,"7-day click or 1-day view",7,actions:onsite_conversion.lead_grouped,1518,1.607378,8.31857143,"Using campaign budget",0,58.23,Ongoing,-,-,-,2440,23.864754,26,,2.239615,1.065574,96,3.934426,0.606563,5,11.646
2022-09-05,2025-10-05,"Refresh for Spring - HK",inactive,"7-day click or 1-day view",,,158,1.132911,,"Using campaign budget",0,3.31,Ongoing,-,-,-,179,18.49162,,,,,3,1.675978,1.103333,,
2022-09-05,2025-10-05,"Refresh for Spring - Group",not_delivering,"7-day click or 1-day view",155,actions:onsite_conversion.lead_grouped,19672,3.002847,7.37870968,"Using campaign budget",0,1143.7,Ongoing,-,-,-,59072,19.361119,517,,2.212186,0.875203,1483,2.510496,0.771207,119,9.610924
2022-09-05,2025-10-05,"Summer Facials #1",not_delivering,"7-day click or 1-day view",,,1587,1.480151,,5,Daily,44.16,Ongoing,-,-,-,2349,18.799489,13,,3.396923,0.553427,32,1.362282,1.38,,
2022-09-05,2025-10-05,"Refresh for Spring - Group - Copy",not_delivering,"7-day click or 1-day view",11,actions:onsite_conversion.lead_grouped,2912,2.138393,10.90727273,"Using campaign budget",0,119.98,Ongoing,-,-,-,6227,19.267705,31,,3.870323,0.497832,119,1.911033,1.008235,10,11.998
2022-09-05,2025-10-05,"Summer Facials #1",not_delivering,"7-day click or 1-day view",4,actions:link_click,308,1.198052,0.6375,"Using campaign budget",0,2.55,Ongoing,-,-,-,369,6.910569,4,,0.6375,1.084011,7,1.897019,0.364286,3,0.85
2022-09-05,2025-10-05,Glo2,not_delivering,"7-day click or 1-day view",3,actions:link_click,334,1.10479,0.81333333,"Using campaign budget",0,2.44,Ongoing,-,-,-,369,6.612466,3,,0.813333,0.813008,3,0.813008,0.813333,,
2022-09-05,2025-10-05,"Wedding Facial Img #1",not_delivering,"7-day click or 1-day view",31,actions:link_click,1983,1.243066,0.60064516,5,Daily,18.62,Ongoing,-,-,-,2465,7.553753,31,,0.600645,1.257606,49,1.98783,0.38,17,1.095294
2022-09-05,2025-10-05,"Wedding Facial Video #2",not_delivering,"7-day click or 1-day view",4,actions:link_click,471,1.195329,0.885,5,Daily,3.54,Ongoing,-,-,-,563,6.287744,4,,0.885,0.71048,5,0.888099,0.708,,
2022-09-05,2025-10-05,"Service Video - M8",not_delivering,"7-day click or 1-day view",4754,reach,4754,1.113378,2.83340345,1,Daily,13.47,Ongoing,-,-,-,5293,2.544871,4,,3.3675,0.075572,28,0.529001,0.481071,1,13.47
2022-09-05,2025-10-05,"Service Video - Tox",not_delivering,"7-day click or 1-day view",3907,reach,3907,1.051958,2.67980548,1,Daily,10.47,Ongoing,-,-,-,4110,2.547445,3,,3.49,0.072993,10,0.243309,1.047,,
2022-09-05,2025-10-05,"Meet The Team Video",not_delivering,"7-day click or 1-day view",4067,reach,4067,1.068601,2.95057782,1,Daily,12,Ongoing,-,-,-,4346,2.76116,2,,6,0.046019,4,0.092039,3,,
2022-09-05,2025-10-05,"Massage Monday",inactive,"7-day click or 1-day view",14,actions:link_click,1079,1.447637,0.68642857,"Using campaign budget",0,9.61,Ongoing,-,-,-,1562,6.152369,14,,0.686429,0.896287,18,1.152369,0.533889,8,1.20125
2022-09-05,2025-10-05,"Massage Monday - Copy",inactive,"7-day click or 1-day view",144,actions:link_click,6813,1.440335,0.48826389,"Using campaign budget",0,70.31,Ongoing,-,-,-,9813,7.164985,144,,0.488264,1.467441,382,3.892795,0.184058,16,4.394375
2022-09-05,2025-10-05,"Massage Evergreen Vid #1",inactive,"7-day click or 1-day view",4,actions:link_click,293,1.054608,1.2225,"Using campaign budget",0,4.89,Ongoing,-,-,-,309,15.825243,4,,1.2225,1.294498,8,2.588997,0.61125,4,1.2225
2022-09-05,2025-10-05,"Massage Evergreen Vid #1 - Copy",not_delivering,"7-day click or 1-day view",293,actions:link_click,24906,3.477596,0.45372014,"Using campaign budget",0,132.94,Ongoing,-,-,-,86613,1.534874,293,,0.45372,0.338286,343,0.396014,0.38758,118,1.12661
2022-09-05,2025-10-05,"Btox Team Leads #1 - Copy",not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.lead_grouped,1004,1.62749,5.642,"Using campaign budget",0,28.21,Ongoing,-,-,-,1634,17.264382,7,,4.03,0.428397,38,2.325581,0.742368,1,28.21
2022-09-05,2025-10-05,"Tox Awareness #1",not_delivering,"7-day click or 1-day view",112,actions:link_click,10975,2.479727,0.41410714,"Using campaign budget",0,46.38,Ongoing,-,-,-,27215,1.704207,112,,0.414107,0.411538,154,0.565864,0.301169,51,0.909412
2022-09-05,2025-10-05,"Tox Awareness #2",not_delivering,"7-day click or 1-day view",168,actions:link_click,12145,1.88415,0.4677381,"Using campaign budget",0,78.58,Ongoing,-,-,-,22883,3.43399,168,,0.467738,0.734169,456,1.992746,0.172325,115,0.683304
2022-09-05,2025-10-05,"Tox Awareness #3",inactive,"7-day click or 1-day view",14,actions:link_click,1217,1.128184,0.75142857,"Using campaign budget",0,10.52,Ongoing,-,-,-,1373,7.662054,14,,0.751429,1.019665,16,1.165331,0.6575,5,2.104
2022-09-05,2025-10-05,"Tox Awareness #4 (vid)",inactive,"7-day click or 1-day view",14,actions:link_click,569,1.105448,0.47714286,"Using campaign budget",0,6.68,Ongoing,-,-,-,629,10.620032,14,,0.477143,2.225755,28,4.45151,0.238571,7,0.954286
2022-09-05,2025-10-05,"Tox Awareness #6",archived,"7-day click or 1-day view",2,actions:link_click,368,1.201087,1.085,"Using campaign budget",0,2.17,Ongoing,-,-,-,442,4.909502,2,,1.085,0.452489,6,1.357466,0.361667,2,1.085
2022-09-05,2025-10-05,"Tox Awareness #5 (vid)",inactive,"7-day click or 1-day view",14,actions:link_click,656,1.128049,0.53142857,"Using campaign budget",0,7.44,Ongoing,-,-,-,740,10.054054,14,,0.531429,1.891892,29,3.918919,0.256552,6,1.24
2022-09-05,2025-10-05,"Tox Awareness #1",not_delivering,"7-day click or 1-day view",6268,reach,6268,1,2.27983408,"Using campaign budget",0,14.29,Ongoing,-,-,-,6268,2.279834,1,,14.29,0.015954,3,0.047862,4.763333,,
2022-09-05,2025-10-05,"Wedding Facial Video #2",not_delivering,"7-day click or 1-day view",,,34,1,,2,Daily,0.21,Ongoing,-,-,-,34,6.176471,,,,,0,0,0,,
2022-09-05,2025-10-05,"Wedding Facial Img #1",not_delivering,"7-day click or 1-day view",3,actions:link_click,469,1.03838,1.24,2,Daily,3.72,Ongoing,-,-,-,487,7.638604,3,,1.24,0.616016,4,0.821355,0.93,1,3.72
2022-09-05,2025-10-05,"Ask Hydrafacial Offers",not_delivering,"7-day click or 1-day view",,,135,1.118519,,8,Daily,7.67,Ongoing,-,-,-,151,50.794702,4,,1.9175,2.649007,8,5.298013,0.95875,1,7.67
2022-09-05,2025-10-05,"Ask Hydrafacial Awareness - IG",inactive,"7-day click or 1-day view",459,reach,459,1,2.44008715,1.5,Daily,1.12,Ongoing,-,-,-,459,2.440087,,,,,0,0,0,,
2022-09-05,2025-10-05,"Ask Hydrafacial Awareness - FB",inactive,"7-day click or 1-day view",511,reach,511,1.027397,2.09393346,1.5,Daily,1.07,Ongoing,-,-,-,525,2.038095,1,,1.07,0.190476,1,0.190476,1.07,,
2022-09-05,2025-10-05,"Ask Hydrafacial Offers - Img #1",not_delivering,"7-day click or 1-day view",,,8,1,,8,Daily,0.14,Ongoing,-,-,-,8,17.5,,,,,0,0,0,,
2022-09-05,2025-10-05,"Ask Hydrafacial Awareness - Website",not_delivering,"7-day click or 1-day view",4075,reach,4075,1.083926,2.66257669,1.5,Daily,10.85,Ongoing,-,-,-,4417,2.456418,1,,10.85,0.02264,3,0.067919,3.616667,,
2022-09-05,2025-10-05,"Massage + Facial Lead Video",not_delivering,"7-day click or 1-day view",,,229,1.292576,,"Using campaign budget",0,6.37,Ongoing,-,-,-,296,21.52027,2,,3.185,0.675676,6,2.027027,1.061667,1,6.37
2022-09-05,2025-10-05,"Massage + Facial Lead Image",not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.lead_grouped,1550,1.605161,6.86,"Using campaign budget",0,41.16,Ongoing,-,-,-,2488,16.543408,24,,1.715,0.96463,49,1.969453,0.84,5,8.232
2022-09-05,2025-10-05,"Massage + Facial Lead Image #2",not_delivering,"7-day click or 1-day view",,,160,1.375,,"Using campaign budget",0,3.35,Ongoing,-,-,-,220,15.227273,1,,3.35,0.454545,3,1.363636,1.116667,,
2022-09-05,2025-10-05,"Btox Team Leads #1 - Copy",not_delivering,"7-day click or 1-day view",26,actions:onsite_conversion.lead_grouped,7139,1.44516,4.00538462,"Using campaign budget",0,104.14,Ongoing,-,-,-,10317,10.09402,74,,1.407297,0.717263,223,2.161481,0.466996,15,6.942667
2022-09-05,2025-10-05,"Botox Offer #1",not_delivering,"7-day click or 1-day view",,,79,1.164557,,5,Daily,4.03,Ongoing,-,-,-,92,43.804348,3,,1.343333,3.26087,7,7.608696,0.575714,,
2022-09-05,2025-10-05,"Botox Offer #3",not_delivering,"7-day click or 1-day view",,,44,1.045455,,5,Daily,1.36,Ongoing,-,-,-,46,29.565217,,,,,1,2.173913,1.36,,
2022-09-05,2025-10-05,"Botox Offer #2",not_delivering,"7-day click or 1-day view",,,6,1,,5,Daily,0.08,Ongoing,-,-,-,6,13.333333,,,,,0,0,0,,
2022-09-05,2025-10-05,"Botox Offer #1",not_delivering,"7-day click or 1-day view",,,144,1.201389,,4,Daily,3.27,Ongoing,-,-,-,173,18.901734,2,,1.635,1.156069,5,2.890173,0.654,,
2022-09-05,2025-10-05,"Botox Offer #3",not_delivering,"7-day click or 1-day view",,,72,1.069444,,4,Daily,1.71,Ongoing,-,-,-,77,22.207792,,,,,1,1.298701,1.71,,
2022-09-05,2025-10-05,"Botox Offer #2",not_delivering,"7-day click or 1-day view",,,46,1.195652,,4,Daily,1.32,Ongoing,-,-,-,55,24,,,,,2,3.636364,0.66,,
2022-09-05,2025-10-05,"Botox Offer #3",not_delivering,"7-day click or 1-day view",,,118,1.110169,,12,Daily,2.82,Ongoing,-,-,-,131,21.526718,1,,2.82,0.763359,4,3.053435,0.705,,
2022-09-05,2025-10-05,"Botox Offer #1",not_delivering,"7-day click or 1-day view",,,107,1.196262,,12,Daily,2.75,Ongoing,-,-,-,128,21.484375,3,,0.916667,2.34375,7,5.46875,0.392857,1,2.75
2022-09-05,2025-10-05,"Botox Offer #2",not_delivering,"7-day click or 1-day view",,,19,1,,12,Daily,0.59,Ongoing,-,-,-,19,31.052632,,,,,1,5.263158,0.59,,
2022-09-05,2025-10-05,"Promoting website: https://reluxemedspa.com/book-facial-offer/?utm_campaign=fb_boost",archived,"7-day click or 1-day view",6,actions:omni_landing_page_view,604,1.067881,0.99166667,"Using campaign budget",0,5.95,2024-06-03,-,-,-,645,9.224806,9,,0.661111,1.395349,22,3.410853,0.270455,6,0.991667
2022-09-05,2025-10-05,"New Awareness Ad",not_delivering,"7-day click or 1-day view",943,reach,943,1.007423,2.33297985,1,Daily,2.2,Ongoing,-,-,-,950,2.315789,1,,2.2,0.105263,2,0.210526,1.1,,
2022-09-05,2025-10-05,"New Awareness Ad #2",not_delivering,"7-day click or 1-day view",401,reach,401,1.009975,3.11720698,1,Daily,1.25,Ongoing,-,-,-,405,3.08642,,,,,0,0,0,,
2022-09-05,2025-10-05,"Jeuveau Leads #1",active,"7-day click or 1-day view",57,actions:onsite_conversion.lead_grouped,11462,2.9145,11.17192982,35,Daily,636.8,Ongoing,Average,Average,"Below average - Bottom 20% of ads",33406,19.062444,254,,2.507087,0.760342,606,1.814045,1.050825,38,16.757895
2022-09-05,2025-10-05,"Jeuveau Leads #2",inactive,"7-day click or 1-day view",120,actions:onsite_conversion.lead_grouped,21403,2.786572,10.12775,35,Daily,1215.33,Ongoing,-,-,-,59641,20.377425,484,,2.511012,0.811522,1400,2.347378,0.868093,71,17.117324
2022-09-05,2025-10-05,"Hydrafacial Traffic",not_delivering,"7-day click or 1-day view",2,actions:link_click,269,1.713755,0.345,"Using campaign budget",0,0.69,Ongoing,-,-,-,461,1.496746,2,,0.345,0.433839,3,0.650759,0.23,1,0.69
2022-09-05,2025-10-05,"Hydrafacial Traffic - Video",inactive,"7-day click or 1-day view",11,actions:link_click,451,1.206208,0.60909091,"Using campaign budget",0,6.7,Ongoing,-,-,-,544,12.316176,11,,0.609091,2.022059,15,2.757353,0.446667,7,0.957143
2022-09-05,2025-10-05,"Glo2Facial Traffic",archived,"7-day click or 1-day view",,,14,1.142857,,"Using campaign budget",0,0.02,Ongoing,-,-,-,16,1.25,,,,,0,0,0,,
