"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)",actions:omni_landing_page_view," (USD)"
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #1",inactive,"7-day click or 1-day view",,,234,1.337607,,35,Daily,6.84,Ongoing,-,-,-,313,21.853035,2,,3.42,0.638978,4,1.277955,1.71,,
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #2",inactive,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1483,1.846258,22.71,35,Daily,68.13,Ongoing,-,-,-,2738,24.883126,34,,2.003824,1.241782,55,2.008766,1.238727,2,34.065
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #3",inactive,"7-day click or 1-day view",,,437,1.464531,,35,Daily,19.05,Ongoing,-,-,-,640,29.765625,4,,4.7625,0.625,6,0.9375,3.175,,
2022-09-05,2025-10-05,"Summer Glo2 $195",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",6,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1757,2.780876,11.235,8,Daily,67.41,Ongoing,-,-,-,4886,13.796562,21,,3.21,0.429799,49,1.002865,1.375714,11,6.128182
2022-09-05,2025-10-05,"Summer Hydrafacial $195",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",26,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,4057,2.887355,5.54961538,8,Daily,144.29,Ongoing,-,-,-,11714,12.317739,48,,3.006042,0.409766,187,1.59638,0.771604,39,3.699744
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #3 - Copy",not_delivering,"7-day click or 1-day view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1860,2.810215,69.85,25,Daily,69.85,Ongoing,-,-,-,5227,13.363306,30,,2.328333,0.573943,62,1.186149,1.126613,9,7.761111
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #2 - Copy",not_delivering,"7-day click or 1-day view",,,459,1.836601,,25,Daily,12.21,Ongoing,-,-,-,843,14.483986,,,,,3,0.355872,4.07,,
2022-09-05,2025-10-05,"Jeuveau Leads - Carousel #1 - Copy",not_delivering,"7-day click or 1-day view",4,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1069,2.527596,8.8025,25,Daily,35.21,Ongoing,-,-,-,2702,13.031088,14,,2.515,0.518135,31,1.147298,1.135806,7,5.03
2022-09-05,2025-10-05,"REFINE by RELUXE #1",not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1159,1.491803,11.71333333,"Using campaign budget",0,35.14,Ongoing,-,-,-,1729,20.323887,15,,2.342667,0.867554,28,1.619433,1.255,2,17.57
2022-09-05,2025-10-05,"REFINE by RELUXE #2",not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.lead_grouped,1742,1.680253,32.745,"Using campaign budget",0,65.49,Ongoing,-,-,-,2927,22.374445,29,,2.258276,0.990776,65,2.220704,1.007538,5,13.098
2022-09-05,2025-10-05,"REFINE by RELUXE #3",not_delivering,"7-day click or 1-day view",,,172,1.354651,,"Using campaign budget",0,5.56,Ongoing,-,-,-,233,23.862661,1,,5.56,0.429185,8,3.433476,0.695,1,5.56
2022-09-05,2025-10-05,"REFINE by RELUXE #4",not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1294,1.547913,18.89,"Using campaign budget",0,56.67,Ongoing,-,-,-,2003,28.292561,29,,1.954138,1.447828,58,2.895657,0.977069,5,11.334
2022-09-05,2025-10-05,"REFINE by RELUXE #5",not_delivering,"7-day click or 1-day view",,,168,1.285714,,"Using campaign budget",0,4.81,Ongoing,-,-,-,216,22.268519,2,,2.405,0.925926,4,1.851852,1.2025,,
2022-09-05,2025-10-05,"Membership+Flex Due for Tox",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",17,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,2988,2.677376,6.16882353,20,Daily,104.87,Ongoing,-,-,-,8000,13.10875,34,,3.084412,0.425,86,1.075,1.219419,31,3.382903
2022-09-05,2025-10-05,"Membership+Flex Bye Wrinkles",inactive,"7-day click, 1-day view, or 1-day engaged-view",2,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,822,2.018248,11.82,20,Daily,23.64,Ongoing,-,-,-,1659,14.249548,3,,7.88,0.180832,18,1.084991,1.313333,3,7.88
2022-09-05,2025-10-05,"Membership+Flex Seeing Wrinkles",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",22,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,3893,3.019779,6.77090909,20,Daily,148.96,Ongoing,-,-,-,11756,12.670977,56,,2.66,0.476353,162,1.37802,0.919506,51,2.920784
2022-09-05,2025-10-05,"Tox Awareness CTA #1",not_delivering,"7-day click or 1-day view",803,reach,803,1.016189,4.49564134,1,Daily,3.61,Ongoing,-,-,-,816,4.42402,1,,3.61,0.122549,2,0.245098,1.805,,
2022-09-05,2025-10-05,"Tox Awareness Value #2",not_delivering,"7-day click or 1-day view",782,reach,782,1.002558,4.23273657,1,Daily,3.31,Ongoing,-,-,-,784,4.221939,1,,3.31,0.127551,1,0.127551,3.31,1,3.31
2022-09-05,2025-10-05,"Tox Awareness Value #4",not_delivering,"7-day click or 1-day view",733,reach,733,1.00955,4.77489768,1,Daily,3.5,Ongoing,-,-,-,740,4.72973,1,,3.5,0.135135,4,0.540541,0.875,1,3.5
2022-09-05,2025-10-05,"Tox Awareness Value Units #1",not_delivering,"7-day click or 1-day view",737,reach,737,1.050204,4.78968792,1,Daily,3.53,Ongoing,-,-,-,774,4.560724,2,,1.765,0.258398,2,0.258398,1.765,1,3.53
2022-09-05,2025-10-05,"Tox Awareness CTA #2",not_delivering,"7-day click or 1-day view",803,reach,803,1.031133,4.24657534,1,Daily,3.41,Ongoing,-,-,-,828,4.118357,2,,1.705,0.241546,3,0.362319,1.136667,1,3.41
2022-09-05,2025-10-05,"Tox Awareness CTA #3",not_delivering,"7-day click or 1-day view",738,reach,738,1.050136,4.48509485,1,Daily,3.31,Ongoing,-,-,-,775,4.270968,2,,1.655,0.258065,3,0.387097,1.103333,1,3.31
2022-09-05,2025-10-05,"Tox Awareness Value #3",not_delivering,"7-day click or 1-day view",853,reach,853,1,4.23212192,1,Daily,3.61,Ongoing,-,-,-,853,4.232122,1,,3.61,0.117233,2,0.234467,1.805,1,3.61
2022-09-05,2025-10-05,"Tox Awareness Reviews #1",not_delivering,"7-day click or 1-day view",658,reach,658,1.036474,4.69604863,1,Daily,3.09,Ongoing,-,-,-,682,4.530792,,,,,1,0.146628,3.09,,
2022-09-05,2025-10-05,"Tox Awareness Value #5",not_delivering,"7-day click or 1-day view",849,reach,849,1.01649,3.89870436,1,Daily,3.31,Ongoing,-,-,-,863,3.835458,1,,3.31,0.115875,2,0.23175,1.655,,
2022-09-05,2025-10-05,"Jeuveau Leads #2 - New",active,"7-day click or 1-day view",234,actions:onsite_conversion.lead_grouped,41836,4.511115,12.70346154,35,Daily,2972.61,Ongoing,Average,Average,"Below average - Bottom 20% of ads",188727,15.750846,1295,,2.295452,0.686176,2774,1.469848,1.071597,294,10.110918
2022-09-05,2025-10-05,"Jeuveau Leads #1 - New",inactive,"7-day click or 1-day view",7,actions:onsite_conversion.lead_grouped,6641,1.8312,30.75428571,35,Daily,215.28,Ongoing,-,-,-,12161,17.702492,70,,3.075429,0.575611,141,1.159444,1.526809,9,23.92
2022-09-05,2025-10-05,"Alexis Weekend #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",25,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,4514,2.158175,4.7064,15,Daily,117.66,Ongoing,-,-,-,9742,12.077602,77,,1.528052,0.790392,189,1.940053,0.62254,64,1.838438
2022-09-05,2025-10-05,"Alexis Weekend #2",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",10,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1475,1.863729,3.945,15,Daily,39.45,Ongoing,-,-,-,2749,14.350673,15,,2.63,0.545653,49,1.782466,0.805102,13,3.034615
2022-09-05,2025-10-05,"Dysport 100 for $295",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,929,1.552207,20.09,"Using campaign budget",0,20.09,Ongoing,-,-,-,1442,13.932039,9,,2.232222,0.624133,16,1.10957,1.255625,,
2022-09-05,2025-10-05,"Dysport 100 for $295 #2",inactive,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,346,1.583815,7.42,"Using campaign budget",0,7.42,Ongoing,-,-,-,548,13.540146,6,,1.236667,1.094891,12,2.189781,0.618333,1,7.42
2022-09-05,2025-10-05,"Dysport 100 for $295 #4",not_delivering,"7-day click or 1-day view",82,actions:onsite_conversion.lead_grouped,13369,2.828035,8.41304878,"Using campaign budget",0,689.87,Ongoing,-,-,-,37808,18.246667,250,,2.75948,0.661236,670,1.772112,1.029657,49,14.07898
2022-09-05,2025-10-05,"Dysport June Traffic #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,587,1.546848,,6,Daily,11.47,Ongoing,-,-,-,908,12.632159,6,,1.911667,0.660793,10,1.101322,1.147,3,3.823333
2022-09-05,2025-10-05,"Dysport June Traffic #2",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",6,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,846,2.098109,3.58833333,6,Daily,21.53,Ongoing,-,-,-,1775,12.129577,9,,2.392222,0.507042,24,1.352113,0.897083,7,3.075714
2022-09-05,2025-10-05,"Dysport June Traffic #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",19,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,2372,1.78204,2.44736842,6,Daily,46.5,Ongoing,-,-,-,4227,11.00071,37,,1.256757,0.875325,75,1.774308,0.62,38,1.223684
2022-09-05,2025-10-05,"Dysport 100 for $295 #3",inactive,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,592,1.586149,4.59333333,"Using campaign budget",0,13.78,Ongoing,-,-,-,939,14.675186,8,,1.7225,0.85197,16,1.70394,0.86125,1,13.78
2022-09-05,2025-10-05,"Dysport 100 for $295 #5",inactive,"7-day click or 1-day view",8,actions:onsite_conversion.lead_grouped,1573,1.73808,6.0575,"Using campaign budget",0,48.46,Ongoing,-,-,-,2734,17.724945,17,,2.850588,0.6218,52,1.901975,0.931923,4,12.115
2022-09-05,2025-10-05,"Dysport June Traffic #4",inactive,"7-day click, 1-day view, or 1-day engaged-view",2,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,401,2.072319,5.345,6,Daily,10.69,Ongoing,-,-,-,831,12.864019,6,,1.781667,0.722022,11,1.323706,0.971818,4,2.6725
2022-09-05,2025-10-05,"June Deals #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",16,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,5307,2.275862,8.735625,10,Daily,139.77,Ongoing,-,-,-,12078,11.57228,56,,2.495893,0.463653,184,1.523431,0.75962,46,3.038478
2022-09-05,2025-10-05,"Jeuveau Leads #1 - New",not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,169,1.508876,6.71,"Using campaign budget",0,6.71,Ongoing,-,-,-,255,26.313725,1,,6.71,0.392157,5,1.960784,1.342,1,6.71
2022-09-05,2025-10-05,"Dysport 100 for $295 Krista & Hannah",not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1850,1.465946,13.40666667,"Using campaign budget",0,40.22,Ongoing,-,-,-,2712,14.830383,15,,2.681333,0.553097,50,1.843658,0.8044,1,40.22
2022-09-05,2025-10-05,"Jeuveau Leads Kri",not_delivering,"7-day click or 1-day view",,,359,1.969359,,"Using campaign budget",0,18.45,Ongoing,-,-,-,707,26.096181,4,,4.6125,0.565771,8,1.131542,2.30625,1,18.45
2022-09-05,2025-10-05,"Jeuveau Leads -Alexis",not_delivering,"7-day click or 1-day view",,,228,1.45614,,"Using campaign budget",0,7.44,Ongoing,-,-,-,332,22.409639,3,,2.48,0.903614,5,1.506024,1.488,1,7.44
2022-09-05,2025-10-05,"Jeuveau Leads - Hannah",not_delivering,"7-day click or 1-day view",,,217,1.465438,,"Using campaign budget",0,7.16,Ongoing,-,-,-,318,22.515723,,,,,0,0,0,,
2022-09-05,2025-10-05,"Dysport 100 for $295 Alexis",not_delivering,"7-day click or 1-day view",,,695,1.342446,,"Using campaign budget",0,12.14,Ongoing,-,-,-,933,13.01179,6,,2.023333,0.643087,9,0.96463,1.348889,1,12.14
2022-09-05,2025-10-05,"Dysport June Traffic #5 -alexis",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",3,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1650,1.338182,9.54333333,6,Daily,28.63,Ongoing,-,-,-,2208,12.966486,10,,2.863,0.452899,28,1.268116,1.0225,9,3.181111
2022-09-05,2025-10-05,"Dysport June Traffic #7",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,79,1.164557,,6,Daily,1.11,Ongoing,-,-,-,92,12.065217,,,,,2,2.173913,0.555,,
2022-09-05,2025-10-05,"Dysport June Traffic #6 - k&h",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",2,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,609,1.545156,5.585,6,Daily,11.17,Ongoing,-,-,-,941,11.870351,6,,1.861667,0.63762,17,1.806589,0.657059,6,1.861667
2022-09-05,2025-10-05,"Dysport 100 for $295 - Simple #2",not_delivering,"7-day click or 1-day view",,,536,1.485075,,"Using campaign budget",0,13.83,Ongoing,-,-,-,796,17.374372,3,,4.61,0.376884,10,1.256281,1.383,,
2022-09-05,2025-10-05,"Dysport 100 for $295 - Simple #1",not_delivering,"7-day click or 1-day view",10,actions:onsite_conversion.lead_grouped,3074,1.964216,8.571,"Using campaign budget",0,85.71,Ongoing,-,-,-,6038,14.195098,50,,1.7142,0.828089,111,1.838357,0.772162,8,10.71375
2022-09-05,2025-10-05,"July Tox Deals - All",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",11,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,3849,2.21642,8.60272727,12,Daily,94.63,Ongoing,-,-,-,8531,11.092486,39,,2.42641,0.457156,115,1.348025,0.82287,28,3.379643
2022-09-05,2025-10-05,"$55 Massage Sales",active,"7-day click, 1-day view, or 1-day engaged-view",85,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,12463,2.900104,3.69823529,10,Daily,314.35,Ongoing,-,-,-,36144,8.697156,356,,0.883006,0.984949,819,2.265936,0.383822,318,0.988522
2022-09-05,2025-10-05,"$55 Massage Sales - img",active,"7-day click, 1-day view, or 1-day engaged-view",61,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,8764,2.892401,3.78131148,10,Daily,230.66,Ongoing,-,-,-,25349,9.099373,262,,0.880382,1.033571,597,2.355122,0.386365,232,0.994224
2022-09-05,2025-10-05,"$55 Massage Sales - Copy",active,"7-day click, 1-day view, or 1-day engaged-view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,495,2.624242,13.92,10,Daily,13.92,Ongoing,-,-,-,1299,10.715935,6,,2.32,0.461894,22,1.69361,0.632727,5,2.784
2022-09-05,2025-10-05,"$55 Massage Sales - search",inactive,"7-day click, 1-day view, or 1-day engaged-view",,,1505,1.42392,,10,Daily,17.51,Ongoing,-,-,-,2143,8.170789,18,,0.972778,0.839944,45,2.09986,0.389111,16,1.094375
2022-09-05,2025-10-05,"Botox July #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,826,1.420097,14.53,8,Daily,14.53,Ongoing,-,-,-,1173,12.387042,1,,14.53,0.085251,8,0.682012,1.81625,2,7.265
2022-09-05,2025-10-05,"Botox July #2",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,879,1.450512,,8,Daily,16.55,Ongoing,-,-,-,1275,12.980392,5,,3.31,0.392157,9,0.705882,1.838889,2,8.275
2022-09-05,2025-10-05,"Botox July Team #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,1446,1.532503,,8,Daily,27.22,Ongoing,-,-,-,2216,12.283394,4,,6.805,0.180505,19,0.857401,1.432632,3,9.073333
2022-09-05,2025-10-05,"Alexis Weekend #4",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,489,1.449898,,15,Daily,10.81,Ongoing,-,-,-,709,15.246827,7,,1.544286,0.987306,17,2.397743,0.635882,5,2.162
2022-09-05,2025-10-05,"Alexis Weekend #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",12,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,4775,1.699267,7.03333333,15,Daily,84.4,Ongoing,-,-,-,8114,10.401775,64,,1.31875,0.78876,256,3.155041,0.329688,62,1.36129
2022-09-05,2025-10-05,"July Tox Deals - All #2",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",2,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,569,1.87522,8.05,12,Daily,16.1,Ongoing,-,-,-,1067,15.089035,6,,2.683333,0.562324,14,1.31209,1.15,4,4.025
2022-09-05,2025-10-05,"July Tox Deals - All #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",3,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1254,1.716906,9.04,12,Daily,27.12,Ongoing,-,-,-,2153,12.596377,13,,2.086154,0.603809,25,1.16117,1.0848,13,2.086154
2022-09-05,2025-10-05,"Botox 400 - July #1",not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.lead_grouped,1462,1.286594,20.645,25,Daily,41.29,Ongoing,-,-,-,1881,21.95109,15,,2.752667,0.797448,25,1.32908,1.6516,2,20.645
2022-09-05,2025-10-05,"Botox 400 - July #2",inactive,"7-day click or 1-day view",,,459,1.244009,,25,Daily,13.54,Ongoing,-,-,-,571,23.712785,1,,13.54,0.175131,3,0.525394,4.513333,,
2022-09-05,2025-10-05,"LHR - Underarms $500",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",5,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1485,2.059259,6.328,2.5,Daily,31.64,Ongoing,-,-,-,3058,10.346632,16,,1.9775,0.523218,52,1.700458,0.608462,13,2.433846
2022-09-05,2025-10-05,"LHR - Underarms $500 - Video",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",9,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,804,1.919154,2.31111111,2.5,Daily,20.8,Ongoing,-,-,-,1543,13.480233,15,,1.386667,0.972132,19,1.231367,1.094737,9,2.311111
2022-09-05,2025-10-05,"$85 Massage Sales - #1 IMG",active,"7-day click, 1-day view, or 1-day engaged-view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1517,1.633487,24.82,10,Daily,24.82,Ongoing,-,-,-,2478,10.016142,19,,1.306316,0.766747,43,1.73527,0.577209,14,1.772857
2022-09-05,2025-10-05,"$85 Massage Sales - #2 Video",active,"7-day click, 1-day view, or 1-day engaged-view",62,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,9220,2.426898,3.80919355,10,Daily,236.17,Ongoing,-,-,-,22376,10.554612,227,,1.040396,1.01448,440,1.966393,0.53675,189,1.249577
2022-09-05,2025-10-05,"Botox 400 - July #3 simple",inactive,"7-day click or 1-day view",,,259,1.378378,,25,Daily,8.65,Ongoing,-,-,-,357,24.229692,,,,,3,0.840336,2.883333,,
2022-09-05,2025-10-05,"Botox 400 - July #4 simple",not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,2130,1.352113,19.52,25,Daily,58.56,Ongoing,-,-,-,2880,20.333333,17,,3.444706,0.590278,45,1.5625,1.301333,1,58.56
2022-09-05,2025-10-05,"Botox July Video #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,601,1.505824,,8,Daily,14.15,Ongoing,-,-,-,905,15.635359,6,,2.358333,0.662983,10,1.104972,1.415,7,2.021429
2022-09-05,2025-10-05,"Botox July Video #2",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,189,1.439153,4.87,8,Daily,4.87,Ongoing,-,-,-,272,17.904412,2,,2.435,0.735294,3,1.102941,1.623333,2,2.435
2022-09-05,2025-10-05,"Botox July Video #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,333,1.279279,,8,Daily,5.84,Ongoing,-,-,-,426,13.70892,2,,2.92,0.469484,3,0.704225,1.946667,1,5.84
2022-09-05,2025-10-05,"REBALANCE by RELUXE Img #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",9,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1041,2.081652,3.48555556,8,Daily,31.37,Ongoing,-,-,-,2167,14.476234,23,,1.363913,1.061375,47,2.168897,0.667447,17,1.845294
2022-09-05,2025-10-05,"REBALANCE by RELUXE Video #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",2,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,475,1.913684,7.255,8,Daily,14.51,Ongoing,-,-,-,909,15.962596,9,,1.612222,0.990099,21,2.310231,0.690952,6,2.418333
2022-09-05,2025-10-05,"REBALANCE by RELUXE Video #2",inactive,"7-day click, 1-day view, or 1-day engaged-view",4,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,1349,1.84507,9.035,8,Daily,36.14,Ongoing,-,-,-,2489,14.519888,21,,1.720952,0.843712,77,3.093612,0.469351,10,3.614
2022-09-05,2025-10-05,"Botox Get Prepared",not_delivering,"7-day click or 1-day view",,,281,1.231317,,35,Daily,9,Ongoing,-,-,-,346,26.011561,4,,2.25,1.156069,4,1.156069,2.25,,
2022-09-05,2025-10-05,"Botox Get Prepared - #2",not_delivering,"7-day click or 1-day view",,,338,1.254438,,35,Daily,11.04,Ongoing,-,-,-,424,26.037736,,,,,6,1.415094,1.84,1,11.04
2022-09-05,2025-10-05,"Botox Lines",not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.lead_grouped,280,1.110714,4.275,35,Daily,8.55,Ongoing,-,-,-,311,27.491961,1,,8.55,0.321543,5,1.607717,1.71,,
2022-09-05,2025-10-05,"Botox Lines - img",not_delivering,"7-day click or 1-day view",,,757,1.356671,,35,Daily,21.24,Ongoing,-,-,-,1027,20.681597,4,,5.31,0.389484,14,1.363194,1.517143,,
2022-09-05,2025-10-05,"REBALANCE by RELUXE Img #1",inactive,"7-day click or 1-day view",230,estimated_ad_recallers,4837,1.532355,0.10682609,3,Daily,24.57,Ongoing,-,-,-,7412,3.314895,14,,1.755,0.188883,20,0.269833,1.2285,2,12.285
2022-09-05,2025-10-05,"July Tox Deals - All #2",not_delivering,"7-day click or 1-day view",370,estimated_ad_recallers,14635,1.976768,0.21518919,3,Daily,79.62,Ongoing,-,-,-,28930,2.75216,25,,3.1848,0.086415,42,0.145178,1.895714,16,4.97625
2022-09-05,2025-10-05,"Beauty Bash - Westfield",not_delivering,"7-day click or 1-day view",7077,reach,7077,1.213085,2.45160379,5,Daily,17.35,Ongoing,-,-,-,8585,2.020967,9,,1.927778,0.104834,27,0.314502,0.642593,,
2022-09-05,2025-10-05,"Beauty Bash Carmel",not_delivering,"7-day click or 1-day view",9485,reach,9485,1.160042,1.84185556,5,Daily,17.47,Ongoing,-,-,-,11003,1.587749,12,,1.455833,0.109061,19,0.17268,0.919474,,
2022-09-05,2025-10-05,"Invite Carmel",not_delivering,"7-day click or 1-day view",11785,reach,11785,1.322444,3.2982605,10,Daily,38.87,Ongoing,-,-,-,15585,2.494065,20,,1.9435,0.128329,33,0.211742,1.177879,,
2022-09-05,2025-10-05,"BTox Team Leads #2",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Jeuveau Leads V2 #3",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tox Awareness Lookalike",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tox Awareness Customers - Membership",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Botox Membership Sales Campaign",inactive,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,Glo2-Glass,not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"99 Facial",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,Glo2Vid,not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Botox Membership - Copy",inactive,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Wrinkle Reset Dysport",inactive,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Botox Membership - Copy 2",inactive,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Jeuveau Leads #2 - New",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tox Grand Opening",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",15,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,2505,1.912176,3.52066667,5,Daily,52.81,Ongoing,"Below average - Bottom 35% of ads",-,-,4790,11.025052,53,,0.996415,1.106472,162,3.382046,0.325988,44,1.200227
2022-09-05,2025-10-05,"Jeuveau Leads #1  -Carmel",active,"7-day click or 1-day view",12,actions:onsite_conversion.lead_grouped,5894,2.501357,21.62916667,25,Daily,259.55,Ongoing,"Below average - Bottom 35% of ads",Average,"Below average - Bottom 10% of ads",14743,17.604965,106,,2.448585,0.718985,194,1.315879,1.337887,24,10.814583
2022-09-05,2025-10-05,"Carmel Unicorn Jeuveau Offer #1",not_delivering,"7-day click or 1-day view",10,actions:onsite_conversion.lead_grouped,3981,1.994223,13.068,"Using campaign budget",0,130.68,Ongoing,Average,Average,"Below average - Bottom 20% of ads",7939,16.460511,96,,1.36125,1.20922,221,2.783726,0.591312,9,14.52
2022-09-05,2025-10-05,"Jeuveau Leads #1  -Carmel - Melissa",inactive,"7-day click or 1-day view",1,actions:onsite_conversion.lead_grouped,1925,1.353247,51.73,25,Daily,51.73,Ongoing,Average,Average,"Below average - Bottom 20% of ads",2605,19.857965,19,,2.722632,0.729367,39,1.497121,1.32641,,
2022-09-05,2025-10-05,"Jeuveau Leads #1  -Carmel - Krista",inactive,"7-day click or 1-day view",,,108,1.194444,,25,Daily,1.74,Ongoing,-,-,-,129,13.488372,,,,,0,0,0,,
2022-09-05,2025-10-05,"Carmel Unicorn Jeuveau Offer - Krista",not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.lead_grouped,1284,1.32866,10.09333333,"Using campaign budget",0,30.28,Ongoing,"Below average - Bottom 35% of ads",Average,"Below average - Bottom 10% of ads",1706,17.749121,12,,2.523333,0.7034,18,1.0551,1.682222,,
